TrialNumber,Average gross pay,HC bearing gross rock volume,HC pore volume,HC water contact - result,Productive area,Recoverable.Accumulation size Total Resources
5303,39.3832,471.589,44.7529,1615.4699999999998,11.9744,56.1679
8157,39.7672,514.994,32.9324,1624.0299999999997,12.9502,56.2058
2256,34.4167,260.988,29.9361,1571.79,7.58317,56.2079
593,35.9608,307.578,37.5782,1581.75,8.55315,56.3112
3564,36.1362,313.494,36.7887,1582.9899999999998,8.67534,56.3177
4588,33.9023,247.1,25.4442,1568.75,7.28858,56.3482
6405,39.9884,536.595,57.0694,1628.1999999999998,13.4188,56.4162
3310,37.1463,351.289,36.1746,1590.9,9.45691,56.4318
4988,39.3122,466.44,43.7266,1614.44,11.865,56.4373
7555,38.3444,405.966,40.5921,1602.1799999999998,10.5874,56.4615
8495,39.1144,452.307,47.1333,1611.6,11.5637,56.4817
3489,37.8495,381.751,31.5968,1597.1999999999998,10.086,56.4978
7431,39.9082,530.334,49.1847,1627.0,13.2889,56.5416
8525,37.8821,383.293,34.6408,1597.52,10.118,56.5882
2997,37.7563,377.44,33.1511,1596.31,9.99676,56.5985
8688,36.0778,311.511,33.4729,1582.58,8.63442,56.6372
9865,38.9833,443.103,41.5511,1609.75,11.3665,56.6604
8587,40.0086,538.18,48.336,1628.5,13.4516,56.6609
4486,37.3707,360.649,29.0951,1592.8399999999997,9.65058,56.7017
2403,37.6208,371.434,30.7957,1595.0699999999997,9.87313,56.7413
4341,35.1912,283.094,29.7752,1576.5499999999997,8.04447,56.7488
1500,37.9735,387.654,32.2144,1598.42,10.2085,56.7529
8326,37.4638,364.619,39.4195,1593.6599999999999,9.73259,56.8269
8512,38.0959,393.589,31.4421,1599.6399999999999,10.3315,56.8279
9318,35.3968,289.406,32.5202,1577.9,8.17604,56.8349
6176,36.0656,311.098,32.2856,1582.4899999999998,8.62588,56.8442
5044,34.5294,264.116,23.2001,1572.4699999999998,7.649,56.8497
5733,37.2958,357.492,33.9631,1592.19,9.58531,56.8915
3426,39.7127,508.55,42.4199,1622.7799999999997,12.8057,56.9256
101,35.7765,301.499,28.9003,1580.46,8.42732,56.9696
8434,36.0191,309.53,37.6381,1582.1599999999999,8.5935,56.9818
7349,34.2597,256.682,35.4092,1570.8600000000001,7.49226,57.0467
4731,38.6863,423.756,29.1831,1605.8199999999997,10.9536,57.0496
7122,39.7161,508.948,46.3797,1622.8600000000001,12.8147,57.0628
5231,39.739,511.673,56.9338,1623.3899999999999,12.8758,57.0723
8439,39.1338,453.676,35.9082,1611.88,11.593,57.0788
9247,33.3106,232.053,24.886,1565.4099999999999,6.96634,57.08
3874,35.7013,299.06,36.7505,1579.94,8.37673,57.1288
7517,38.6235,420.419,37.7584,1605.1399999999999,10.8851,57.1324
6918,39.6123,496.398,50.3548,1620.4,12.5314,57.1341
3248,36.135,313.451,29.9832,1582.98,8.67446,57.1372
3268,34.6031,266.176,28.3259,1572.92,7.69226,57.2432
3908,37.2554,355.803,30.7117,1591.8399999999997,9.55038,57.2461
1731,39.8403,523.52,36.1629,1625.6799999999998,13.1404,57.2532
9164,39.477,479.382,41.5106,1617.0299999999997,12.1433,57.2869
8803,39.5619,490.155,46.4923,1619.17,12.3896,57.2932
5910,39.0682,449.047,41.3501,1610.9499999999998,11.4939,57.3103
7012,37.6669,373.466,35.6338,1595.4899999999998,9.91497,57.3411
794,34.8404,272.902,31.3667,1574.37,7.83292,57.3903
2088,35.2669,285.396,38.541,1577.04,8.09245,57.4181
8987,33.126,227.578,27.8998,1564.4099999999999,6.87007,57.4473
9482,39.8016,519.021,39.3515,1624.81,13.0402,57.4551
3897,39.6028,495.237,50.4918,1620.17,12.5051,57.4904
4568,36.9244,342.322,35.4903,1589.0299999999997,9.27088,57.5234
1474,38.6465,421.638,45.7608,1605.38,10.9101,57.5299
1355,39.7345,511.135,34.2819,1623.2799999999997,12.8638,57.543
9616,35.7547,300.791,34.1452,1580.31,8.41263,57.5724
7646,35.7046,299.169,32.1411,1579.9699999999998,8.37898,57.5727
8709,34.8861,274.213,28.0855,1574.65,7.86025,57.5939
9746,39.5145,484.182,33.2908,1617.98,12.2533,57.6319
8547,39.0902,450.595,50.928,1611.2599999999998,11.5271,57.6684
4312,34.769,270.864,30.0956,1573.9299999999998,7.79039,57.6739
3454,39.471,478.6,43.5473,1616.87,12.1254,57.6739
4137,36.5776,328.95,35.9011,1586.2399999999998,8.99321,57.699
2643,38.3427,405.884,38.3341,1602.1599999999999,10.5857,57.7375
6434,39.825,521.75,39.2057,1625.3399999999997,13.1011,57.7498
7847,33.7018,241.857,31.7305,1567.6,7.17637,57.7862
5176,37.855,382.011,43.5695,1597.2599999999998,10.0914,57.8133
2497,37.4826,365.43,35.6878,1593.83,9.74932,57.8278
8310,34.0083,249.911,26.7887,1569.37,7.34852,57.8725
2698,33.6618,240.823,25.774,1567.37,7.15418,57.9293
6552,38.0079,389.31,37.3287,1598.7599999999998,10.2429,57.9422
8934,37.7862,378.783,37.8755,1596.5899999999997,10.0244,57.9721
4383,36.6084,330.06,32.2653,1586.4699999999998,9.01595,57.9902
4127,36.103,312.365,29.307,1582.7599999999998,8.65205,58.0514
3538,34.5298,264.126,32.3143,1572.4699999999998,7.64922,58.0666
7028,39.3412,468.537,36.2304,1614.8600000000001,11.9096,58.1132
9611,34.2848,257.366,26.1561,1571.0,7.50671,58.1146
4348,35.216,283.843,31.2143,1576.71,8.06004,58.1575
2786,39.844,523.949,50.6865,1625.77,13.15,58.168
2583,34.9926,277.287,32.9559,1575.31,7.92416,58.2059
6401,39.7549,513.554,42.2668,1623.75,12.918,58.2366
8809,39.6126,496.433,47.5517,1620.4,12.5322,58.2535
1044,37.7746,378.261,34.569,1596.48,10.0136,58.3202
2960,39.8149,520.567,50.513,1625.1100000000001,13.0747,58.3276
2864,35.1212,281.036,24.4894,1576.1100000000001,8.0019,58.3404
4031,31.9122,199.411,23.5749,1557.92,6.24876,58.3625
288,37.4404,363.617,38.4026,1593.46,9.71188,58.3921
8067,38.3945,408.518,41.4374,1602.6999999999998,10.64,58.4008
312,34.7969,271.66,28.0754,1574.1,7.80701,58.4542
4635,39.3858,471.778,44.8891,1615.5099999999998,11.9784,58.4543
9886,37.7997,379.414,32.6652,1596.7199999999998,10.0375,58.5307
2073,35.2804,285.809,30.7565,1577.13,8.10108,58.5341
6278,38.8806,435.987,38.4608,1608.2999999999997,11.2135,58.5784
2992,38.4028,408.942,40.7741,1602.79,10.6488,58.6085
2502,39.8059,519.522,49.6292,1624.9099999999999,13.0514,58.6289
9246,35.8819,304.96,36.2965,1581.19,8.499,58.6358
1214,37.4151,362.539,42.2591,1593.23,9.68962,58.6368
3351,36.3594,321.206,32.403,1584.6100000000001,8.83418,58.6627
2821,35.9531,307.323,34.8508,1581.69,8.54789,58.6809
248,39.7052,507.652,50.0896,1622.6,12.7855,58.7141
3275,36.227,316.606,27.7854,1583.65,8.73949,58.7396
5641,39.7247,509.975,48.7504,1623.06,12.8377,58.7634
7229,39.8665,526.536,47.745,1626.2599999999998,13.2075,58.7736
16,39.1321,453.556,46.1948,1611.8600000000001,11.5904,58.7814
2230,39.0362,446.8,40.0729,1610.4899999999998,11.4458,58.8021
7761,39.3175,466.828,45.479,1614.52,11.8733,58.8098
1009,36.922,342.227,32.5643,1589.0099999999998,9.26891,58.826
9563,34.4344,261.478,29.0045,1571.9,7.59351,58.8315
6143,39.6269,498.184,50.0214,1620.75,12.5719,58.8364
6243,39.3672,470.427,34.5955,1615.2399999999998,11.9497,58.8539
4509,38.3949,408.538,47.0862,1602.71,10.6404,58.8602
6864,39.0017,444.386,37.3892,1610.0099999999998,11.394,58.9028
5042,32.3981,210.423,26.5529,1560.4899999999998,6.49493,58.9301
918,37.7862,378.78,38.0182,1596.5899999999997,10.0243,58.9411
6229,39.3194,466.963,39.3312,1614.5499999999997,11.8761,58.9738
17,39.5819,492.643,45.5501,1619.6599999999999,12.4462,58.9762
649,36.7498,335.461,34.2455,1587.6,9.12822,58.9828
2087,35.7143,299.482,31.8959,1580.0299999999997,8.38549,58.9959
8482,38.1435,395.927,37.6113,1600.12,10.3799,59.0293
9110,39.8373,523.17,46.3818,1625.62,13.1327,59.0339
7883,38.4458,411.152,37.508,1603.2399999999998,10.6943,59.0541
9583,32.7542,218.717,33.3875,1562.4,6.67753,59.073
4095,40.1181,546.83,42.7159,1630.1599999999999,13.6305,59.0796
8606,37.0501,347.366,38.7669,1590.08,9.37558,59.0941
980,40.7023,595.181,40.9824,1639.3199999999997,14.6228,59.1575
4673,39.1137,452.259,45.2633,1611.5899999999997,11.5627,59.1807
7635,39.2137,459.364,54.5039,1613.02,11.7144,59.2137
6220,37.4502,364.036,36.1148,1593.54,9.72055,59.2174
8494,38.1868,398.066,39.0996,1600.56,10.4242,59.2235
8370,37.2645,356.185,28.4814,1591.9099999999999,9.55828,59.2317
7392,36.5227,326.982,33.0312,1585.83,8.95284,59.2443
2541,40.1909,552.634,42.2834,1631.27,13.7502,59.2744
8417,38.8949,436.976,43.0715,1608.5,11.2348,59.2822
5428,37.3421,359.441,33.2617,1592.5899999999997,9.62562,59.291
453,36.6211,330.52,36.9148,1586.5699999999997,9.02538,59.3126
9759,40.5695,583.604,41.7799,1637.1399999999999,14.3853,59.3182
2192,35.9474,307.131,31.0903,1581.65,8.54392,59.3259
3671,39.6095,496.051,51.1442,1620.33,12.5235,59.3357
2628,37.0282,346.484,34.3081,1589.9,9.35729,59.3434
8763,39.3457,468.868,39.6625,1614.9299999999998,11.9166,59.3529
8929,35.0388,278.63,32.1902,1575.6,7.95204,59.4031
2589,36.6907,333.176,31.3941,1587.12,9.08066,59.412
728,42.4305,821.605,61.8624,1679.7599999999998,19.3636,59.4535
3097,37.8313,380.895,31.4515,1597.0299999999997,10.0682,59.4786
1798,38.1484,396.165,41.1988,1600.17,10.3848,59.4898
7324,39.7957,518.34,55.6031,1624.6799999999998,13.025,59.5174
1676,38.7375,426.498,40.7666,1606.37,11.0099,59.5579
977,40.1361,548.262,47.6295,1630.4299999999998,13.6601,59.5832
1245,35.2161,283.846,26.39,1576.71,8.06011,59.5959
5748,36.6469,331.496,35.4096,1586.77,9.04566,59.6236
9813,36.3785,321.872,38.6093,1584.75,8.84788,59.629
4047,36.4564,324.62,29.6296,1585.33,8.90435,59.6643
5198,35.7357,300.173,37.0975,1580.1799999999998,8.39981,59.6696
8864,39.7207,509.502,44.5675,1622.96,12.8271,59.6998
4131,36.4129,323.084,30.9969,1585.0099999999998,8.87278,59.7006
7327,35.5743,294.988,28.6078,1579.08,8.29218,59.7012
9336,37.1029,349.515,31.6492,1590.5299999999997,9.42015,59.7057
9494,40.3472,565.231,53.178,1633.6599999999999,14.0092,59.7191
748,34.28,257.236,26.5555,1570.98,7.50397,59.7238
1726,36.7874,336.922,35.9381,1587.9,9.15863,59.7301
8466,36.9661,343.986,39.5901,1589.38,9.30545,59.7395
7801,37.3494,359.747,36.2568,1592.65,9.63194,59.7889
9719,33.5077,236.886,30.7613,1566.4899999999998,7.06961,59.7938
6027,39.7742,515.817,40.2625,1624.19,12.9686,59.8077
5673,39.5733,491.577,39.2043,1619.4499999999998,12.4219,59.8204
2881,35.0985,280.372,31.489,1575.9699999999998,7.98815,59.8279
2361,39.8016,519.027,39.6294,1624.81,13.0403,59.8389
4060,39.4878,480.776,40.056,1617.31,12.1753,60.0467
1267,33.6344,240.115,29.3013,1567.21,7.13898,60.0604
4793,37.1495,351.423,35.3373,1590.9299999999998,9.45968,60.0895
9420,38.5056,414.246,34.9053,1603.87,10.7581,60.1144
9588,37.5542,368.525,32.3239,1594.4699999999998,9.81316,60.1192
1804,38.6928,424.105,35.4693,1605.8899999999999,10.9608,60.1491
2021,40.4697,575.245,46.8903,1635.56,14.2142,60.1673
4398,40.1783,551.629,42.3283,1631.0699999999997,13.7295,60.1747
3126,35.6429,297.181,36.714,1579.5499999999997,8.33772,60.231
7949,37.1709,352.3,38.7092,1591.1100000000001,9.47786,60.2825
3590,36.4575,324.66,27.5612,1585.3399999999997,8.90517,60.2969
3354,34.3954,260.399,26.3478,1571.67,7.57077,60.3223
8408,40.0413,540.758,49.1522,1629.0,13.505,60.393
8785,40.6415,589.864,52.3981,1638.3199999999997,14.5138,60.4209
6604,39.5419,487.649,50.1057,1618.67,12.3325,60.4503
7432,39.8177,520.897,56.0645,1625.1799999999998,13.082,60.457
1173,39.5193,484.794,50.0791,1618.1100000000001,12.2673,60.4847
1811,39.5533,489.08,38.7678,1618.9499999999998,12.3651,60.4957
4061,40.1181,546.83,45.4309,1630.1599999999999,13.6305,60.5588
5495,40.2682,558.84,45.4118,1632.4499999999998,13.878,60.5606
909,34.4282,261.305,34.7037,1571.8600000000001,7.58987,60.5706
4328,37.4438,363.761,32.9789,1593.4899999999998,9.71488,60.578
8602,38.4431,411.012,30.8526,1603.21,10.6914,60.5982
4052,38.7843,429.385,42.4384,1606.96,11.0711,60.612
1843,36.8654,339.982,33.7068,1588.54,9.22227,60.6213
7863,39.3615,470.012,46.4786,1615.1599999999999,11.9409,60.6498
6249,40.0217,539.216,41.9631,1628.6999999999998,13.4731,60.6605
9956,39.6384,499.595,52.2891,1621.0299999999997,12.6038,60.6625
9750,39.3098,466.266,44.1229,1614.4099999999999,11.8613,60.6686
3349,39.7383,511.588,48.6025,1623.37,12.8739,60.7018
8752,39.5288,485.996,38.2117,1618.3399999999997,12.2947,60.7162
7642,39.4952,481.715,37.0685,1617.4899999999998,12.1968,60.7915
4642,40.5271,579.968,48.1316,1636.4499999999998,14.3106,60.7928
8989,39.8463,524.206,35.2631,1625.8199999999997,13.1557,60.797
7255,37.434,363.342,35.2274,1593.4,9.70622,60.8084
9445,35.0919,280.18,30.6333,1575.9299999999998,7.98417,60.8117
5409,37.902,384.237,31.2515,1597.7199999999998,10.1377,60.8339
1478,41.3922,675.764,49.8816,1654.21,16.3259,60.846
8639,33.0926,226.774,26.3282,1564.23,6.85271,60.8843
8302,38.263,401.865,46.032,1601.3399999999997,10.5027,60.897
8948,37.8423,381.412,32.6947,1597.13,10.079,60.8987
2727,39.8128,520.331,44.9983,1625.0699999999997,13.0694,60.9197
4441,39.0609,448.532,41.3532,1610.8399999999997,11.4829,60.9368
1688,36.7324,334.784,33.8142,1587.46,9.11414,60.9992
8877,36.6547,331.792,36.0883,1586.83,9.05184,61.0118
4677,39.651,501.121,49.4346,1621.33,12.6383,61.0259
3056,39.1729,456.455,44.9825,1612.44,11.6523,61.0474
6977,36.1362,313.494,36.9728,1582.9899999999998,8.67534,61.1028
2911,39.5643,490.46,47.476,1619.23,12.3965,61.1281
4993,39.6908,505.932,38.3367,1622.27,12.7468,61.1593
9725,39.2831,464.34,43.8173,1614.02,11.8204,61.2016
569,39.5758,491.883,44.2484,1619.5099999999998,12.4289,61.2077
181,37.6029,370.652,35.0198,1594.9099999999999,9.857,61.2233
8125,38.6482,421.732,40.7039,1605.4,10.9121,61.2284
2278,37.9491,386.487,34.0535,1598.1799999999998,10.1843,61.2402
7312,39.6494,500.926,47.8769,1621.29,12.6339,61.2406
2321,39.9089,530.39,59.1328,1627.0099999999998,13.29,61.2465
4363,34.7452,270.189,33.3212,1573.79,7.77629,61.2592
8150,39.5177,484.586,42.3998,1618.06,12.2625,61.2926
8222,34.2609,256.716,33.2263,1570.8600000000001,7.49297,61.2972
429,39.5538,489.144,49.1772,1618.9699999999998,12.3666,61.3229
7890,34.5832,265.62,27.9466,1572.7999999999997,7.68059,61.325
1834,38.773,428.618,34.9425,1606.81,11.0545,61.3288
5565,38.4896,413.413,36.001,1603.6999999999998,10.7409,61.3479
6956,35.2859,285.977,37.028,1577.17,8.10457,61.3612
6641,37.9384,385.975,35.1031,1598.0699999999997,10.1737,61.3902
349,35.2756,285.662,33.019,1577.1,8.098,61.3923
6955,35.858,304.173,39.7973,1581.0299999999997,8.48271,61.3958
9083,36.4436,324.168,40.6204,1585.2399999999998,8.89507,61.4069
4194,39.9488,533.5,52.7803,1627.6,13.3546,61.409
3158,38.8677,435.099,40.4182,1608.12,11.1944,61.4393
6467,39.3249,467.363,42.6565,1614.63,11.8846,61.4844
8290,37.5906,370.113,38.7404,1594.7999999999997,9.8459,61.5366
5713,39.5439,487.903,52.3665,1618.7199999999998,12.3382,61.5627
1101,39.8968,529.449,43.9723,1626.83,13.2705,61.5732
9106,39.5578,489.649,42.8273,1619.0699999999997,12.3781,61.6035
2458,37.9193,385.062,43.0108,1597.8899999999999,10.1548,61.606
118,37.4077,362.223,37.9906,1593.17,9.6831,61.6128
153,39.4075,473.361,48.7715,1615.83,12.0119,61.6179
5503,34.6616,267.822,31.5491,1573.27,7.72676,61.6275
493,37.3865,361.322,34.5925,1592.98,9.66449,61.6379
786,34.9897,277.202,30.9491,1575.29,7.92241,61.6628
5744,38.5151,414.735,37.1639,1603.9699999999998,10.7681,61.6644
7210,36.7879,336.943,33.5649,1587.9099999999999,9.15907,61.6916
5586,39.851,524.752,52.7713,1625.92,13.1679,61.725
80,39.5785,492.231,44.5723,1619.58,12.4368,61.7276
2802,34.4667,262.371,33.3625,1572.0899999999997,7.6123,61.7306
4142,38.9794,442.832,39.8688,1609.69,11.3607,61.7331
9535,39.4088,473.453,43.8416,1615.85,12.0139,61.7773
6239,39.8309,522.429,49.1785,1625.4699999999998,13.1162,61.8529
9518,39.7692,515.235,54.9648,1624.08,12.9556,61.8936
6372,36.3362,320.392,34.5473,1584.44,8.81744,61.9124
404,38.6474,421.687,38.8652,1605.3899999999999,10.9111,61.9284
9953,38.0928,393.439,33.1563,1599.6100000000001,10.3284,61.9367
3240,41.1832,642.092,54.4687,1648.06,15.5911,61.9438
3285,39.6912,505.977,38.4544,1622.2799999999997,12.7478,61.9489
6191,39.7907,517.75,48.2621,1624.5699999999997,13.0118,62.0232
1060,37.7171,375.691,32.9089,1595.9499999999998,9.96078,62.0385
3650,40.2189,554.88,52.5429,1631.69,13.7965,62.0436
4796,38.9829,443.074,42.7071,1609.7399999999998,11.3659,62.0806
2131,39.6001,494.896,46.629,1620.1,12.4973,62.0837
2095,39.5257,485.599,44.9443,1618.27,12.2857,62.1046
5784,36.2086,315.972,31.5565,1583.5099999999998,8.72643,62.1316
9532,35.3796,288.871,33.4702,1577.7799999999997,8.16489,62.1369
2504,35.4218,290.186,29.4536,1578.06,8.19228,62.1404
5404,37.8431,381.452,38.6603,1597.1399999999999,10.0798,62.1547
3055,36.2405,317.07,32.5101,1583.75,8.74906,62.1626
1826,37.3725,360.728,41.2901,1592.8600000000001,9.65221,62.1905
1481,40.5132,578.825,48.6633,1636.2399999999998,14.2873,62.2004
8737,36.2667,317.976,31.0797,1583.94,8.76771,62.2168
7444,38.0377,390.752,37.5057,1599.06,10.2728,62.2567
7762,39.9268,531.783,41.5404,1627.27,13.319,62.2634
8032,35.4457,290.932,36.2993,1578.2199999999998,8.20783,62.2915
7384,36.6249,330.654,32.5,1586.5899999999997,9.02813,62.3142
9213,40.8651,609.585,50.9575,1642.02,14.917,62.3223
7988,39.463,477.564,43.8767,1616.67,12.1016,62.3321
9037,37.1996,353.488,35.6336,1591.35,9.50245,62.34
5898,39.8433,523.865,58.4134,1625.75,13.1481,62.3924
1744,39.9757,535.604,46.9797,1628.0099999999998,13.3982,62.395
1057,39.5515,488.858,42.0332,1618.9099999999999,12.36,62.3966
5035,39.9066,530.215,38.553,1626.9699999999998,13.2864,62.4023
6286,37.3585,360.132,41.0843,1592.73,9.6399,62.4046
9491,39.7336,511.036,53.8437,1623.2599999999998,12.8616,62.4494
5151,36.7873,336.918,38.4266,1587.9,9.15856,62.4653
9022,37.2658,356.236,39.9666,1591.9299999999998,9.55933,62.4849
6587,34.8673,273.674,32.1602,1574.54,7.84901,62.4917
5439,39.8572,525.461,47.1066,1626.06,13.1836,62.5064
8999,36.8765,340.424,37.9429,1588.63,9.23145,62.5073
4471,38.0206,389.926,37.8057,1598.8899999999999,10.2556,62.5361
7735,38.441,410.902,39.4378,1603.19,10.6892,62.545
6608,40.7463,599.054,44.067,1640.04,14.702,62.5558
5417,39.389,472.014,50.7146,1615.56,11.9834,62.5571
5131,39.7807,516.583,45.531,1624.3399999999997,12.9858,62.5929
9525,34.2885,257.467,26.5686,1571.0299999999997,7.50884,62.6103
2166,33.3236,232.37,29.7217,1565.4899999999998,6.97313,62.6111
8266,36.4095,322.965,38.6873,1584.98,8.87034,62.6336
6052,36.888,340.878,34.4625,1588.73,9.24088,62.638
1332,36.4263,323.558,36.4572,1585.1100000000001,8.88254,62.7426
3920,39.5086,483.436,38.7541,1617.8399999999997,12.2362,62.7596
37,39.5999,494.879,43.7894,1620.1,12.497,62.7619
570,36.461,324.786,41.2907,1585.37,8.90775,62.7673
1063,39.5248,485.487,49.7672,1618.2399999999998,12.2831,62.7986
4841,39.586,493.15,41.3437,1619.7599999999998,12.4577,62.841
8300,39.6784,504.431,44.9618,1621.9699999999998,12.713,62.8506
5115,39.2504,461.992,42.1746,1613.5499999999997,11.7704,62.9451
5693,34.9006,274.631,37.5112,1574.7399999999998,7.86893,63.0123
6728,36.4425,324.131,38.0473,1585.23,8.89431,63.0135
5064,40.1026,545.605,44.1196,1629.92,13.6052,63.0217
8342,39.4494,476.419,39.3039,1616.44,12.0767,63.0318
7426,39.7108,508.319,45.2812,1622.73,12.8005,63.0394
9430,37.0467,347.23,35.2858,1590.0499999999997,9.37276,63.0405
9286,38.1527,396.38,38.9317,1600.21,10.3893,63.0533
4938,41.6728,726.917,46.1468,1663.31,17.4434,63.0596
7347,39.8098,519.98,49.86,1625.0,13.0616,63.076
3685,39.3373,468.256,53.8292,1614.81,11.9036,63.0761
1681,39.503,482.723,38.7324,1617.69,12.2199,63.0913
2013,37.1805,352.697,40.2505,1591.19,9.48608,63.118
3004,39.3605,469.938,39.5593,1615.1399999999999,11.9393,63.1509
4707,37.7348,376.48,37.1208,1596.12,9.977,63.1519
610,39.1083,451.873,37.8398,1611.52,11.5544,63.1595
5411,40.3791,567.832,55.4727,1634.1599999999999,14.0625,63.1835
4418,39.0447,447.399,47.6578,1610.6100000000001,11.4586,63.2287
3471,36.101,312.296,37.3703,1582.7399999999998,8.65061,63.2393
7362,39.9555,534.023,44.0458,1627.6999999999998,13.3654,63.2671
9341,35.206,283.538,30.3371,1576.65,8.05368,63.3106
531,39.7269,510.237,46.6995,1623.1100000000001,12.8436,63.3227
2702,35.8322,303.323,38.767,1580.85,8.46511,63.3262
5990,39.8398,523.454,40.6914,1625.67,13.139,63.3391
1538,38.7051,424.762,41.7947,1606.02,10.9743,63.4112
2570,39.5509,488.781,45.5828,1618.9,12.3583,63.4341
5868,39.8697,526.907,44.2505,1626.3399999999997,13.2157,63.4423
4196,40.6308,588.926,43.4888,1638.1399999999999,14.4946,63.501
6544,37.819,380.317,43.9702,1596.9099999999999,10.0562,63.5342
201,40.0551,541.847,56.7203,1629.1999999999998,13.5275,63.5375
3381,40.4766,575.809,51.2394,1635.67,14.2257,63.5531
5469,38.527,415.355,31.5101,1604.1,10.7809,63.5587
2913,39.3474,468.986,45.2853,1614.9499999999998,11.9191,63.5673
1360,39.7169,509.045,48.0791,1622.87,12.8168,63.5789
7916,35.3292,287.311,32.9517,1577.4499999999998,8.13239,63.5796
471,37.417,362.619,38.9764,1593.25,9.69128,63.5811
4460,35.0765,279.729,33.2445,1575.83,7.97483,63.5954
8270,36.2263,316.581,32.3883,1583.6399999999999,8.73899,63.6204
6307,40.0529,541.667,48.2818,1629.17,13.5238,63.6495
6943,40.2755,559.431,44.7107,1632.56,13.8901,63.6837
9115,39.4794,479.689,52.3129,1617.0899999999997,12.1504,63.7077
9557,39.5813,492.567,42.0794,1619.6399999999999,12.4445,63.71
166,37.8245,380.573,38.1412,1596.96,10.0615,63.7205
2247,36.681,332.802,30.5071,1587.04,9.07288,63.7294
3844,38.8787,435.854,39.3145,1608.2799999999997,11.2106,63.7936
1959,37.7265,376.11,33.9449,1596.04,9.96939,63.7985
1989,37.6863,374.325,44.4647,1595.67,9.93265,63.8116
5810,39.2581,462.549,46.271,1613.6599999999999,11.7822,63.8223
820,38.344,405.947,42.9401,1602.1799999999998,10.587,63.8392
5424,39.5071,483.245,38.0647,1617.7999999999997,12.2318,63.8412
7005,39.2772,463.92,38.8016,1613.94,11.8114,63.8538
6336,39.6134,496.539,40.0227,1620.4299999999998,12.5346,63.868
5664,39.6761,504.158,44.2411,1621.92,12.7068,63.8773
6595,36.1557,314.158,33.4249,1583.13,8.68902,63.9186
4278,39.8041,519.317,51.1593,1624.87,13.0468,63.9245
5124,39.2199,459.807,48.8276,1613.1100000000001,11.7238,63.9254
656,37.8642,382.445,35.7208,1597.35,10.1004,63.9337
8567,39.5189,484.745,48.5555,1618.1,12.2661,63.9765
5905,36.0613,310.953,41.1405,1582.46,8.62289,63.9774
3462,39.9094,530.431,44.4567,1627.0099999999998,13.2909,63.984
6555,40.5628,583.019,55.2489,1637.0299999999997,14.3733,64.0033
9582,36.0519,310.633,30.6158,1582.3899999999999,8.61629,64.0215
4404,34.9474,275.98,34.7202,1575.0299999999997,7.897,64.0331
4247,39.3489,469.097,36.3223,1614.98,11.9215,64.0389
565,39.1659,455.961,46.0108,1612.3399999999997,11.6418,64.0405
5593,39.4009,472.875,42.4347,1615.73,12.0016,64.0515
5646,39.514,484.116,42.5317,1617.9699999999998,12.2518,64.0622
3742,38.8497,433.864,36.484,1607.87,11.1677,64.0869
7001,36.2241,316.506,36.6796,1583.63,8.73743,64.0908
2052,33.5729,238.535,31.3931,1566.8600000000001,7.105,64.1304
5645,36.7815,336.695,28.2359,1587.8600000000001,9.15391,64.1423
5792,38.1834,397.895,43.9638,1600.5299999999997,10.4206,64.1459
818,36.2557,317.595,35.5199,1583.8600000000001,8.75987,64.146
8460,36.9943,345.116,33.7844,1589.6100000000001,9.3289,64.147
7552,36.8909,340.994,41.6961,1588.75,9.24329,64.1662
6395,39.6093,496.026,47.0846,1620.3199999999997,12.523,64.1801
3940,38.4627,412.023,39.0423,1603.42,10.7123,64.2523
3436,34.8995,274.599,28.3661,1574.73,7.86827,64.253
4743,39.8112,520.144,40.6147,1625.0299999999997,13.0653,64.26
9692,38.8871,436.432,39.9561,1608.3899999999999,11.2231,64.275
7961,38.0153,389.671,45.3525,1598.8399999999997,10.2504,64.2769
9928,39.3879,471.929,43.6905,1615.54,11.9816,64.2771
4225,39.8328,522.644,45.1329,1625.5099999999998,13.121,64.284
2237,39.962,534.53,42.8092,1627.7999999999997,13.376,64.3143
8865,38.3522,406.364,30.2093,1602.2599999999998,10.5956,64.34
1656,40.2737,559.285,43.5057,1632.5299999999997,13.8871,64.3973
2762,40.6408,589.799,49.8863,1638.2999999999997,14.5125,64.4309
3255,38.6525,421.957,37.1973,1605.4499999999998,10.9167,64.4364
3377,39.0578,448.318,36.4806,1610.7999999999997,11.4783,64.4591
3740,39.2353,460.908,52.826,1613.33,11.7473,64.4712
5170,35.0823,279.898,29.1593,1575.87,7.97833,64.4894
5549,40.1805,551.801,54.826,1631.1100000000001,13.7331,64.5001
5180,38.5061,414.272,41.315,1603.88,10.7586,64.5212
6353,39.1266,453.17,46.5606,1611.7799999999997,11.5821,64.5279
6221,37.6452,372.509,36.6867,1595.2999999999997,9.89526,64.548
917,39.3099,466.275,46.1402,1614.4099999999999,11.8615,64.5504
2553,39.325,467.369,46.004,1614.63,11.8848,64.5689
1420,40.1439,548.882,53.955,1630.5499999999997,13.6729,64.5741
803,39.7927,517.987,38.8688,1624.6100000000001,13.0171,64.5922
7982,40.5241,579.721,50.5358,1636.4099999999999,14.3056,64.6002
4659,38.1818,397.815,39.8406,1600.5099999999998,10.419,64.6094
3919,39.1154,452.375,37.1315,1611.62,11.5651,64.6205
8745,40.1888,552.468,49.7309,1631.23,13.7468,64.6738
